First Name,Last Name,Email,Location,Sector,Major Expertise,Minor Expertise,Min Salary,Max Salary,Years Experience,WFH Days,Skills,Job Type,Last Moved Years,Move Status
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Personal Lines,['Commercial Lines' 'Personal Lines'],100000,122580.576,8,3,"['Head of Reserving' 'Head of Capital' 'R' 'Short-Tail Pricing' 'Tyche'
 'Excel' 'Consultancy' 'Managerial' 'Long-Tail Pricing'
 'Reinsurance Pricing' 'Python' 'Chief Actuary' 'Lloyds' 'Head of Pricing'
 'Radar']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Personal Lines,['Personal Lines'],165000,210239.1887,10,1,"['Head of Reserving' 'Chief Actuary' 'Reinsurance Pricing' 'Managerial'
 'Model Building' 'Python' 'Lloyds' 'Head of Capital' 'Excel'
 'Long-Tail Pricing' 'Tyche' 'Head of Pricing']",Permanent,9,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,London Market,['London Market'],146000,178900.1918,8,5,"['Lloyds' 'Head of Capital' 'Long-Tail Pricing' 'Consultancy' 'Tyche'
 'Head of Pricing']",Permanent,1,Unlikely to Move
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Capital Modelling,Regulator,['Reinsurance Broker' 'Broker' 'Regulator'],80000,88640.80085,4,4,['Managerial' 'Excel' 'Lloyds' 'Reinsurance Pricing' 'Consultancy'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Reinsurance Broker,['London Market' 'Consultancy' 'Reinsurance Broker'],116000,145422.9039,7,0,['Excel' 'Radar' 'Head of Reserving' 'R' 'Short-Tail Pricing'],Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Broker,['London Market' 'Broker' 'Consultancy'],125000,152754.0739,6,1,"['R' 'Short-Tail Pricing' 'Long-Tail Pricing' 'Head of Pricing'
 'Reinsurance Pricing']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Reinsurer,['London Market' 'Reinsurer'],106000,126957.06,7,5,['Consultancy' 'Excel'],Permanent,6,Unlikely to Move
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,Personal Lines,['Personal Lines' 'Consultancy' 'London Market'],100000,111959.5169,7,0,"['Head of Reserving' 'Tyche' 'Head of Capital' 'Short-Tail Pricing'
 'Lloyds' 'Python' 'Managerial' 'Head of Pricing' 'Reinsurance Pricing'
 'R' 'Consultancy' 'Model Building' 'Long-Tail Pricing' 'Radar']",Permanent,3,Urgently Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Regulator,['Regulator' 'Commercial Lines'],61000,69449.21073,4,5,['Long-Tail Pricing' 'Managerial'],Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Consultancy,['Personal Lines' 'Consultancy' 'Broker'],118000,138647.9946,6,3,"['Long-Tail Pricing' 'Head of Pricing' 'Head of Reserving' 'Managerial'
 'Short-Tail Pricing']",Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Broker,['Personal Lines' 'Reinsurance Broker' 'Broker'],21000,26451.12002,0,4,['Excel' 'Model Building'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Reinsurance Broker,"[""Lloyd's Syndicate"" 'Reinsurance Broker' 'Reinsurer']",62000,74465.01427,4,1,"['Consultancy' 'Reinsurance Pricing' 'Python' 'Lloyds'
 'Short-Tail Pricing' 'Long-Tail Pricing' 'Managerial' 'Radar' 'Tyche'
 'Excel' 'Model Building']",Permanent,0,Unlikely to Move
redacted fn,redacted ln,redacted email,London,General Insurance - Capital Modelling,Regulator,['Commercial Lines' 'Regulator'],142000,168704.5174,10,3,['Short-Tail Pricing' 'Radar' 'Lloyds' 'Managerial'],Permanent,7,Unlikely to Move
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Commercial Lines,"[""Lloyd's Syndicate"" 'Commercial Lines' 'Consultancy']",25000,32035.93004,1,4,"['Model Building' 'Personal Lines' 'Business Planning' 'Radar'
 'Long-Tail Pricing' 'Excel' 'Data Science' 'Tyche' 'Short-Tail Pricing']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Regulator,['Regulator'],52000,62629.77376,3,3,['R' 'Consultancy' 'Reinsurance Pricing'],Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Regulator,"[""Lloyd's Syndicate"" 'Personal Lines' 'Regulator']",157000,198342.3803,9,2,"['Long-Tail Pricing' 'Excel' 'Chief Actuary' 'Radar' 'Tyche'
 'Head of Capital' 'Head of Pricing' 'R' 'Short-Tail Pricing' 'Lloyds'
 'Managerial' 'Head of Reserving' 'Model Building' 'Python' 'Consultancy']",Permanent,7,Open Minded
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Personal Lines,['Personal Lines' 'Broker' 'Commercial Lines'],80000,102283.0098,7,5,"['Radar' 'Reinsurance Pricing' 'Short-Tail Pricing' 'Head of Capital'
 'Python' 'R' 'Managerial' 'Consultancy' 'Tyche' 'Model Building'
 'Head of Pricing' 'Head of Reserving' 'Long-Tail Pricing']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker'],110000,136996.2112,8,2,"['Short-Tail Pricing' 'Reinsurance Pricing' 'Lloyds' 'Excel' 'Consultancy'
 'R' 'Managerial' 'Long-Tail Pricing' 'Head of Capital' 'Radar'
 'Head of Reserving' 'Python' 'Model Building' 'Tyche' 'Head of Pricing']",Permanent,7,Urgently Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Capital Modelling,London Market,['London Market'],81000,104350.8076,5,2,"['R' 'Long-Tail Pricing' 'Short-Tail Pricing' 'Tyche' 'Model Building'
 'Excel' 'Managerial' 'Reinsurance Pricing' 'Python' 'Lloyds'
 'Consultancy']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Consultancy,['Consultancy' 'Reinsurance Broker' 'Reinsurer'],60000,72375.80535,3,5,"['Tyche' 'Short-Tail Pricing' 'Lloyds' 'Radar' 'Excel' 'Consultancy'
 'Model Building' 'Python']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Regulator,['Regulator' 'Broker' 'London Market'],160000,179481.7487,10,5,['Model Building' 'Lloyds' 'Radar' 'Reinsurance Pricing'],Contractor,10,Urgently Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Regulator,['Regulator' 'Reinsurer'],57000,70289.80316,3,3,['R' 'Radar' 'Model Building'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,Lloyd's Syndicate,"['Broker' 'Reinsurer' ""Lloyd's Syndicate""]",83000,93892.00329,4,4,"['Consultancy' 'Tyche' 'Lloyds' 'Reinsurance Pricing' 'Radar' 'R'
 'Managerial']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,London Market,['Commercial Lines' 'London Market'],158000,191944.0278,9,1,['Head of Reserving' 'Radar' 'Head of Capital'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Broker,['Broker'],136000,169241.5329,7,0,"['Tyche' 'Head of Pricing' 'Consultancy' 'Long-Tail Pricing' 'Excel'
 'Reinsurance Pricing' 'Short-Tail Pricing' 'R' 'Radar']",Contractor,7,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Personal Lines,['Personal Lines'],22000,27892.18557,0,0,['Excel' 'Python' 'Data Science' 'Long-Tail Pricing' 'Emblem'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Broker,"['Broker' ""Lloyd's Syndicate""]",176000,227123.5174,10,4,"['Short-Tail Pricing' 'Lloyds' 'Chief Actuary' 'Model Building' 'Tyche'
 'R' 'Reinsurance Pricing' 'Head of Reserving' 'Managerial']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",104000,121601.2783,5,1,['Consultancy' 'Managerial'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker'],23000,29674.93466,0,0,['Model Building' 'Python' 'Data Science' 'Long-Tail Pricing'],Permanent,0,Urgently Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Reinsurance Broker,['Commercial Lines' 'Reinsurance Broker' 'Regulator'],136000,155295.9703,7,4,"['Lloyds' 'Head of Capital' 'Reinsurance Pricing' 'Consultancy' 'Excel'
 'R' 'Model Building' 'Radar' 'Head of Reserving' 'Long-Tail Pricing'
 'Managerial']",Contractor,4,Open Minded
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Capital Modelling,Personal Lines,['Personal Lines'],174000,206029.351,10,0,"['Tyche' 'Short-Tail Pricing' 'Reinsurance Pricing' 'Lloyds' 'R'
 'Head of Pricing']",Permanent,8,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker' 'Personal Lines' 'Reinsurer'],24000,27932.8214,0,5,['Long-Tail Pricing' 'Data Science' 'Excel' 'Model Building'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Consultancy,['Regulator' 'Consultancy'],35000,41531.1018,2,5,"['Radar' 'Model Building' 'Tyche' 'Managerial' 'Short-Tail Pricing'
 'Excel' 'Python' 'Consultancy' 'Reinsurance Pricing' 'Lloyds']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Pricing,Commercial Lines,['Commercial Lines' 'Reinsurer' 'London Market'],166000,184486.9428,9,4,['R' 'Reinsurance Pricing' 'Tyche' 'Excel'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker' 'Personal Lines'],111000,132972.37,7,1,"['Long-Tail Pricing' 'Head of Capital' 'Head of Reserving'
 'Reinsurance Pricing' 'Managerial']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Reinsurer,['Broker' 'Reinsurer'],63000,71234.84247,3,5,"['Short-Tail Pricing' 'Long-Tail Pricing' 'Reinsurance Pricing' 'R'
 'Managerial' 'Model Building' 'Tyche']",Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Regulator,['Regulator'],141000,166605.5739,9,5,"['Model Building' 'Consultancy' 'Tyche' 'Head of Capital' 'Python'
 'Lloyds' 'Head of Pricing' 'Chief Actuary' 'Short-Tail Pricing']",Permanent,8,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Capital Modelling,Commercial Lines,['Broker' 'Reinsurer' 'Commercial Lines'],30000,34502.57933,2,5,"['Reinsurance Pricing' 'Consultancy' 'Model Building' 'Short-Tail Pricing'
 'R' 'Long-Tail Pricing' 'Managerial' 'Radar' 'Excel' 'Tyche' 'Lloyds']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Regulator,['Reinsurer' 'Regulator'],38000,45414.58194,2,1,['Long-Tail Pricing' 'Excel' 'Tyche' 'Radar' 'Lloyds'],Contractor,1,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Consultancy,['Personal Lines' 'Consultancy'],166000,196177.5399,9,5,"['Long-Tail Pricing' 'Radar' 'R' 'Managerial' 'Python' 'Model Building'
 'Head of Reserving' 'Head of Capital' 'Head of Pricing' 'Consultancy'
 'Tyche' 'Chief Actuary' 'Short-Tail Pricing' 'Excel' 'Lloyds']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,Commercial Lines,['Commercial Lines'],107000,130305.3895,8,0,"['Python' 'Long-Tail Pricing' 'Chief Actuary' 'Excel' 'Short-Tail Pricing'
 'R' 'Model Building' 'Head of Reserving']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Reinsurer,['Regulator' 'Reinsurer' 'Broker'],51000,56525.99799,3,3,['Long-Tail Pricing' 'Radar' 'Python'],Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Broker,['Broker' 'Reinsurer'],81000,94273.26609,5,4,"['Consultancy' 'Long-Tail Pricing' 'R' 'Reinsurance Pricing' 'Python'
 'Managerial' 'Tyche' 'Short-Tail Pricing']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Reinsurer,"[""Lloyd's Syndicate"" 'Reinsurer']",108000,136052.9052,5,2,['Short-Tail Pricing' 'Radar' 'Python' 'Managerial'],Contractor,1,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Pricing,Personal Lines,['Personal Lines'],85000,100326.8724,5,1,"['Short-Tail Pricing' 'Consultancy' 'R' 'Radar' 'Model Building' 'Tyche'
 'Excel' 'Long-Tail Pricing']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Capital Modelling,Broker,['Personal Lines' 'Broker'],140000,163802.0201,10,5,['Lloyds' 'Long-Tail Pricing'],Permanent,7,Open Minded
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Capital Modelling,Personal Lines,['Personal Lines'],89000,108216.3359,7,3,"['R' 'Head of Capital' 'Head of Pricing' 'Short-Tail Pricing'
 'Reinsurance Pricing' 'Head of Reserving' 'Long-Tail Pricing' 'Python'
 'Lloyds' 'Excel' 'Model Building' 'Radar' 'Consultancy' 'Managerial']",Contractor,1,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Personal Lines,['Personal Lines' 'Reinsurance Broker'],122000,139223.2452,7,3,['Reinsurance Pricing' 'Head of Reserving' 'Model Building'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Commercial Lines,['Commercial Lines'],44000,51447.21672,3,5,"['Managerial' 'Short-Tail Pricing' 'Excel' 'Python' 'Long-Tail Pricing'
 'Consultancy' 'Lloyds' 'Model Building' 'Tyche' 'R' 'Reinsurance Pricing']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Commercial Lines,['Commercial Lines' 'Personal Lines'],74000,87390.18047,4,5,"['Excel' 'R' 'Consultancy' 'Reinsurance Pricing' 'Short-Tail Pricing'
 'Tyche' 'Model Building']",Contractor,3,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Commercial Lines,['Commercial Lines'],29000,35591.40757,1,5,['Radar' 'Model Building' 'Tyche'],Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Reinsurer,['Reinsurer'],60000,76979.73004,3,2,"['Long-Tail Pricing' 'Reinsurance Pricing' 'Tyche' 'Python'
 'Short-Tail Pricing' 'Radar']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Regulator,['Regulator'],194000,218343.4098,10,0,"['Reinsurance Pricing' 'Radar' 'Excel' 'Head of Pricing' 'Head of Capital'
 'Consultancy']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Broker']",150000,179194.5891,9,3,"['Reinsurance Pricing' 'Head of Pricing' 'Chief Actuary' 'Head of Capital'
 'Long-Tail Pricing' 'Radar']",Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Consultancy,['Consultancy'],162000,188718.3417,10,5,"['Head of Capital' 'Excel' 'Consultancy' 'Short-Tail Pricing' 'Tyche'
 'Reinsurance Pricing' 'Radar' 'Long-Tail Pricing' 'Head of Pricing'
 'Head of Reserving' 'Chief Actuary' 'Lloyds' 'Model Building']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Reserving,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",183000,220208.4367,10,0,['Chief Actuary' 'Short-Tail Pricing' 'Radar'],Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Reinsurance Broker,['Reinsurer' 'Reinsurance Broker'],25000,28046.31002,1,5,['Excel' 'Personal Lines' 'Business Planning'],Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,London Market,['London Market'],22000,24305.43425,0,3,['Excel' 'Model Building' 'Data Science' 'Long-Tail Pricing'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Regulator,['Regulator'],118000,144934.6116,6,1,"['Radar' 'Tyche' 'Short-Tail Pricing' 'Excel' 'Consultancy'
 'Long-Tail Pricing' 'R' 'Lloyds' 'Model Building' 'Head of Pricing'
 'Reinsurance Pricing' 'Python']",Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker'],111000,142261.7153,7,4,['Long-Tail Pricing' 'Head of Reserving' 'Model Building' 'Consultancy'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Broker,['Broker'],69000,78775.04903,4,3,['Tyche' 'Long-Tail Pricing' 'Managerial' 'Excel'],Permanent,1,Unlikely to Move
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Reinsurer,['Reinsurer' 'Regulator' 'Commercial Lines'],63000,80579.0485,4,3,"['Long-Tail Pricing' 'Model Building' 'Python' 'Lloyds' 'Excel'
 'Consultancy' 'Short-Tail Pricing' 'Managerial' 'Reinsurance Pricing']",Contractor,1,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,Commercial Lines,"['Commercial Lines' ""Lloyd's Syndicate""]",161000,201626.0384,9,1,['Consultancy' 'Chief Actuary' 'Python' 'R'],Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Regulator,['Personal Lines' 'Broker' 'Regulator'],67000,81279.00908,4,1,['R' 'Model Building' 'Short-Tail Pricing' 'Lloyds' 'Long-Tail Pricing'],Permanent,4,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Commercial Lines']",157000,181428.9434,10,1,['Excel' 'Tyche' 'Head of Pricing'],Permanent,8,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,London Market,['London Market'],168000,189323.2185,9,3,['Long-Tail Pricing' 'Model Building' 'R'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,Lloyd's Syndicate,"['Reinsurance Broker' 'Personal Lines' ""Lloyd's Syndicate""]",63000,75270.10869,3,3,['Managerial' 'Tyche' 'Long-Tail Pricing' 'Reinsurance Pricing' 'Excel'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Reinsurance Broker' 'Regulator']",53000,66882.55377,3,1,"['Managerial' 'Tyche' 'Radar' 'Reinsurance Pricing' 'Excel'
 'Short-Tail Pricing']",Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Personal Lines,['Personal Lines'],96000,120056.3465,6,4,"['Head of Capital' 'Consultancy' 'R' 'Python' 'Short-Tail Pricing' 'Tyche'
 'Head of Reserving' 'Model Building' 'Long-Tail Pricing'
 'Head of Pricing' 'Excel' 'Lloyds']",Contractor,6,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Reserving,Reinsurer,['Reinsurance Broker' 'Commercial Lines' 'Reinsurer'],28000,35912.24024,1,1,['R' 'Tyche' 'Broker'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,London Market,"[""Lloyd's Syndicate"" 'Regulator' 'London Market']",24000,29281.86807,0,1,['Long-Tail Pricing' 'Emblem' 'Python' 'Data Science' 'Excel'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,London Market,['Reinsurance Broker' 'London Market'],22000,24718.83201,0,5,['Excel' 'Model Building' 'Long-Tail Pricing' 'Python'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Consultancy,['Consultancy'],165000,194822.4137,10,5,"['Head of Pricing' 'Head of Capital' 'Long-Tail Pricing'
 'Short-Tail Pricing' 'Python' 'Model Building' 'Excel' 'Radar'
 'Managerial' 'Tyche' 'Reinsurance Pricing' 'Head of Reserving' 'R'
 'Chief Actuary']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Capital Modelling,Commercial Lines,['Commercial Lines' 'Reinsurance Broker'],49000,59314.241,3,0,['Long-Tail Pricing' 'Python'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,London Market,['Commercial Lines' 'London Market'],64000,73126.6498,3,2,"['Long-Tail Pricing' 'Radar' 'Python' 'Short-Tail Pricing' 'Consultancy'
 'Lloyds' 'R' 'Excel' 'Reinsurance Pricing']",Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Commercial Lines,"[""Lloyd's Syndicate"" 'Commercial Lines']",147000,163382.3153,9,2,"['Radar' 'Short-Tail Pricing' 'Head of Capital' 'Excel'
 'Reinsurance Pricing' 'Chief Actuary' 'Lloyds' 'Long-Tail Pricing'
 'Managerial' 'R' 'Python']",Permanent,8,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Reserving,Consultancy,['Consultancy' 'Broker' 'Reinsurer'],109000,140074.0038,5,1,"['Radar' 'Long-Tail Pricing' 'Excel' 'Managerial' 'R' 'Tyche'
 'Short-Tail Pricing']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Regulator,['Regulator'],112000,133987.9563,7,5,"['Head of Pricing' 'Head of Reserving' 'Short-Tail Pricing' 'Radar'
 'Long-Tail Pricing' 'Model Building' 'R' 'Python' 'Managerial']",Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,Commercial Lines,"['Regulator' ""Lloyd's Syndicate"" 'Commercial Lines']",23000,29039.23197,0,0,['Model Building' 'Excel' 'Python'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Capital Modelling,Commercial Lines,['Commercial Lines'],75000,94359.4683,6,1,"['Tyche' 'Consultancy' 'Excel' 'Head of Reserving' 'Lloyds'
 'Reinsurance Pricing' 'Radar']",Permanent,4,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Commercial Lines,['Commercial Lines'],20000,22724.81421,0,1,['Data Science' 'Model Building' 'Emblem' 'Python'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Regulator,['Regulator'],80000,97580.55982,4,0,"['Radar' 'Excel' 'Python' 'Long-Tail Pricing' 'Reinsurance Pricing'
 'Tyche' 'Managerial' 'Consultancy' 'Short-Tail Pricing' 'R'
 'Model Building']",Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Reserving,Broker,['Commercial Lines' 'Broker' 'Personal Lines'],29000,34500.75349,1,5,"['Model Building' 'Radar' 'Short-Tail Pricing' 'Business Planning' 'Excel'
 'Data Science']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Reinsurer' 'Broker']",93000,110061.1424,8,5,['Long-Tail Pricing' 'Tyche'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,London Market,"[""Lloyd's Syndicate"" 'Reinsurer' 'London Market']",142000,183957.3101,10,2,"['Head of Capital' 'Long-Tail Pricing' 'Excel' 'Reinsurance Pricing'
 'Head of Pricing' 'Consultancy' 'Radar']",Contractor,1,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Commercial Lines,['Personal Lines' 'Commercial Lines' 'Reinsurer'],26000,33041.89277,1,5,['Model Building' 'Business Planning' 'R'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Reinsurer,['Reinsurer' 'Reinsurance Broker' 'Regulator'],30000,34777.22184,2,2,['Python' 'Radar' 'R'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker'],135000,156737.5412,8,5,['Managerial' 'Chief Actuary' 'Reinsurance Pricing' 'Long-Tail Pricing'],Permanent,7,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Reinsurer,['Reinsurance Broker' 'Reinsurer' 'Broker'],81000,90302.37259,4,0,"['Lloyds' 'R' 'Consultancy' 'Tyche' 'Managerial' 'Short-Tail Pricing'
 'Radar' 'Excel' 'Python' 'Model Building']",Permanent,4,Unlikely to Move
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Reserving,Regulator,['Regulator' 'Personal Lines' 'Broker'],70000,88115.44803,4,1,"['Python' 'Tyche' 'Model Building' 'Reinsurance Pricing' 'R'
 'Short-Tail Pricing' 'Lloyds' 'Radar' 'Excel']",Permanent,3,Urgently Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Regulator,['Personal Lines' 'Regulator'],174000,221933.9381,10,5,"['Excel' 'Long-Tail Pricing' 'Consultancy' 'Head of Reserving'
 'Model Building' 'Chief Actuary' 'R' 'Lloyds' 'Tyche'
 'Reinsurance Pricing' 'Python' 'Radar' 'Head of Pricing'
 'Short-Tail Pricing']",Permanent,4,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,London Market,['London Market'],159000,187308.3165,9,2,"['Model Building' 'Reinsurance Pricing' 'R' 'Python' 'Consultancy' 'Excel'
 'Head of Pricing' 'Chief Actuary' 'Tyche' 'Head of Capital' 'Managerial']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Regulator,['Personal Lines' 'Regulator'],57000,67565.4374,3,5,"['Lloyds' 'Consultancy' 'Managerial' 'Model Building' 'Long-Tail Pricing'
 'Python' 'Radar' 'Excel' 'Tyche' 'Reinsurance Pricing']",Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Regulator,['Regulator'],23000,27121.20874,0,3,['Long-Tail Pricing' 'Excel' 'Model Building' 'Data Science' 'Emblem'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker'],147000,175696.2775,9,4,"['Consultancy' 'Long-Tail Pricing' 'Excel' 'Head of Capital' 'Lloyds'
 'Python' 'Radar' 'Chief Actuary' 'Tyche' 'Short-Tail Pricing']",Permanent,9,Open Minded
